job_id,year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_intensity_score,core_skills,salary_usd,salary_change,automation_risk_score,reskilling_required,ai_job_displacement_risk,industry_ai_adoption_stage
140,2017,Mexico,North America,Tokyo,NextGen Systems,Large,Manufacturing,Systems Engineer,Executive,False,0.11,"Software Engineering, Research, Communication, Data Analysis, Cloud Computing",73544,-2.2,0.64,False,High,Growing
141,2015,South Korea,East Asia,Toronto,Future Technologies,Medium,Tech,ML Engineer,Intern,False,0.01,"Project Management, Cloud Computing, Python, Business Analysis",69145,-2.19,0.84,False,Low,Emerging
142,2015,South Korea,East Asia,Lagos,Future Technologies,Small,Healthcare,Research Scientist,Junior,False,0.16,"Research, Cloud Computing, Data Analysis, Project Management, Python, Statistics",66999,4.14,0.61,False,Low,Emerging
143,2025,Nigeria,Africa,Seoul,Future Systems,Medium,Tech,Data Scientist,Junior,False,0.04,"SQL, Research, Statistics, Python",23206,2.17,0.88,False,Medium,Mature
144,2019,Chile,South America,Singapore,NextGen Solutions,Small,Retail,AI Researcher,Executive,False,0.15,"Business Analysis, Cloud Computing, Research, SQL",43608,1.39,0.75,False,Low,Growing
145,2015,China,East Asia,Tokyo,Future Solutions,Enterprise,Retail,ML Engineer,Executive,False,0.11,"Statistics, Software Engineering, Python",71536,-3.59,0.82,False,Medium,Emerging
146,2012,Morocco,Africa,Berlin,Prime Analytics,Medium,Retail,Systems Engineer,Mid,False,0.14,"SQL, Software Engineering, Project Management, Communication, Research, Python",16493,-0.62,0.73,False,Low,Emerging
147,2018,Canada,North America,Sao Paulo,NextGen Analytics,Startup,Finance,ML Engineer,Intern,True,0.73,"Statistics, Project Management, Research",125663,11.28,0.11,True,Medium,Growing
148,2019,New Zealand,Oceania,Sao Paulo,Prime Technologies,Small,Manufacturing,Software Engineer,Intern,True,0.43,"Data Analysis, Cloud Computing, SQL, Project Management",98366,6.14,0.35,True,Low,Growing
149,2025,Taiwan,East Asia,New York,Future Analytics,Startup,Manufacturing,Operations Manager,Mid,False,0.08,"Cloud Computing, Python, Data Analysis, Business Analysis",76664,-1.19,0.66,False,High,Growing
150,2023,Chile,South America,Seoul,Global Technologies,Enterprise,Education,Software Engineer,Senior,True,0.71,"Data Analysis, Project Management, Research, SQL",62708,8.89,0.22,True,Low,Growing
151,2016,Colombia,South America,Sydney,Future Solutions,Enterprise,Healthcare,Policy Analyst,Senior,False,0.18,"Communication, Research, Business Analysis",46431,-4.33,0.72,False,Low,Emerging
152,2013,France,Europe,Bangalore,Prime Analytics,Enterprise,Finance,Research Scientist,Lead,False,0.16,"Python, Data Analysis, Cloud Computing, Project Management, SQL, Software Engineering",72609,3.8,0.86,False,High,Emerging
153,2020,Canada,North America,Bangalore,Future Solutions,Startup,Education,Operations Manager,Executive,False,0.18,"Project Management, Data Analysis, Cloud Computing",101838,-4.8,0.85,False,High,Growing
154,2023,Bangladesh,South Asia,Paris,Prime Technologies,Small,Finance,Policy Analyst,Lead,True,0.85,"Data Analysis, Project Management, Research",39098,7.07,0.19,True,Low,Mature
155,2011,Canada,North America,New York,NextGen Solutions,Small,Retail,Operations Manager,Lead,False,0.16,"Data Analysis, Software Engineering, Statistics, Communication, SQL, Business Analysis",72210,1.35,0.64,False,High,Emerging
156,2022,UAE,Middle East,Tokyo,Future Analytics,Small,Tech,Policy Analyst,Intern,False,0.16,"Software Engineering, Data Analysis, Research",62172,-2.79,0.67,False,High,Mature
157,2019,Kenya,Africa,Paris,Prime Systems,Large,Manufacturing,Data Scientist,Lead,False,0.17,"Research, Cloud Computing, Communication, Statistics, Python",22578,-2.82,0.69,False,Medium,Growing
158,2020,Bangladesh,South Asia,Tokyo,Global Analytics,Medium,Manufacturing,Product Manager,Executive,False,0.19,"Python, Software Engineering, Cloud Computing, Data Analysis",27181,-3.12,0.76,False,Medium,Growing
159,2016,China,East Asia,Bangalore,NextGen Technologies,Small,Retail,Business Analyst,Intern,False,0.13,"Data Analysis, Cloud Computing, Communication, Statistics, Software Engineering, Python",64427,4.41,0.71,False,Low,Emerging
160,2019,Morocco,Africa,Sao Paulo,Global Analytics,Medium,Energy,AI Researcher,Lead,False,0.12,"Business Analysis, Research, Cloud Computing",22611,-3.82,0.62,False,Medium,Growing
161,2016,France,Europe,Berlin,Global Analytics,Large,Retail,Product Manager,Executive,False,0.18,"Statistics, Python, Research, Project Management",81136,-3.57,0.86,False,Medium,Emerging
162,2025,France,Europe,Singapore,NextGen Systems,Small,Finance,Data Scientist,Executive,True,0.4,"Project Management, Statistics, Cloud Computing, SQL",123034,14.5,0.39,True,Low,Mature
163,2015,New Zealand,Oceania,Sao Paulo,NextGen Solutions,Startup,Finance,Operations Manager,Mid,False,0.06,"Data Analysis, Business Analysis, Python, SQL",79859,0.96,0.7,False,Low,Emerging
164,2010,Morocco,Africa,Nairobi,Global Systems,Small,Agriculture,Software Engineer,Executive,False,0.14,"Python, SQL, Business Analysis",19577,-1.25,0.79,False,Medium,Emerging
165,2018,Peru,South America,Lagos,NextGen Analytics,Small,Government,Software Engineer,Lead,True,0.63,"Cloud Computing, SQL, Research",53486,11.76,0.29,True,Medium,Growing
166,2016,Kenya,Africa,Singapore,NextGen Systems,Large,Retail,Data Scientist,Executive,False,0.01,"SQL, Software Engineering, Data Analysis",21216,-2.92,0.88,False,Low,Emerging
167,2018,Brazil,South America,New York,Future Solutions,Large,Education,Product Manager,Senior,False,0.06,"SQL, Python, Research",42934,-4.0,0.65,False,Low,Growing
168,2024,Bangladesh,South Asia,Toronto,Prime Technologies,Startup,Manufacturing,Software Engineer,Junior,True,0.62,"Data Analysis, SQL, Business Analysis",39241,15.86,0.31,True,High,Growing
169,2022,Indonesia,Southeast Asia,Singapore,Global Technologies,Enterprise,Retail,Product Manager,Lead,True,0.46,"Business Analysis, Project Management, Software Engineering",55599,5.6,0.18,True,Medium,Growing
170,2010,United Kingdom,Europe,Tokyo,Future Solutions,Enterprise,Healthcare,Data Scientist,Lead,False,0.17,"Research, Business Analysis, Communication, Software Engineering",66649,-4.25,0.75,False,Low,Emerging
171,2024,Thailand,Southeast Asia,Paris,Global Systems,Large,Finance,Research Scientist,Lead,True,0.81,"Research, Communication, Project Management, Statistics, Business Analysis",51011,10.24,0.11,True,Medium,Mature
172,2017,India,South Asia,London,Global Technologies,Medium,Government,Data Scientist,Mid,False,0.12,"Cloud Computing, Research, Statistics, Software Engineering, Python",24004,1.57,0.81,False,Low,Growing
173,2023,Indonesia,Southeast Asia,London,Prime Systems,Medium,Finance,Research Scientist,Intern,True,0.62,"Software Engineering, Research, Data Analysis, Project Management, Python, Cloud Computing",57627,15.16,0.32,True,High,Mature
174,2025,New Zealand,Oceania,Dubai,Future Analytics,Small,Agriculture,Systems Engineer,Lead,False,0.03,"Cloud Computing, Business Analysis, Statistics, Data Analysis",103163,-3.96,0.8,False,Medium,Growing
175,2019,Sweden,Europe,Bangalore,Future Technologies,Medium,Agriculture,ML Engineer,Lead,False,0.19,"SQL, Statistics, Software Engineering, Cloud Computing, Business Analysis",79230,-2.99,0.79,False,High,Growing
176,2023,New Zealand,Oceania,Bangalore,NextGen Systems,Enterprise,Tech,Business Analyst,Junior,True,0.51,"Statistics, Software Engineering, SQL",135983,7.09,0.19,True,High,Mature
177,2022,Morocco,Africa,Sydney,Prime Solutions,Enterprise,Education,Policy Analyst,Intern,False,0.16,"Cloud Computing, Project Management, Software Engineering",22920,1.64,0.88,False,Low,Growing
178,2016,Australia,Oceania,Bangalore,Future Technologies,Large,Manufacturing,ML Engineer,Lead,True,0.93,"Python, Statistics, Software Engineering, Research, SQL",114952,-3.81,0.11,True,Low,Emerging
179,2011,Nepal,South Asia,Berlin,Global Technologies,Large,Manufacturing,Systems Engineer,Lead,False,0.11,"SQL, Statistics, Project Management, Communication, Research, Data Analysis",17960,2.08,0.76,False,Medium,Emerging
180,2025,Saudi Arabia,Middle East,Singapore,Prime Systems,Startup,Agriculture,Systems Engineer,Mid,True,0.74,"Python, Research, Statistics, Cloud Computing, Business Analysis",105188,17.47,0.3,True,Medium,Growing
181,2016,Canada,North America,Tokyo,NextGen Analytics,Enterprise,Retail,Software Engineer,Junior,True,0.93,"SQL, Data Analysis, Python, Project Management, Statistics, Research",125121,0.33,0.29,True,Low,Emerging
182,2015,Brazil,South America,Sao Paulo,Global Systems,Enterprise,Manufacturing,Research Scientist,Intern,True,0.61,"SQL, Statistics, Communication",58551,-0.67,0.11,True,Medium,Emerging
183,2024,Chile,South America,Nairobi,Future Technologies,Large,Energy,Business Analyst,Executive,False,0.01,"Python, Research, Data Analysis, Communication, Business Analysis",44575,-2.8,0.82,False,Low,Growing
184,2019,China,East Asia,Nairobi,Global Analytics,Medium,Education,Policy Analyst,Intern,True,0.52,"SQL, Cloud Computing, Communication, Software Engineering, Statistics",107610,7.53,0.15,True,High,Growing
185,2014,Bangladesh,South Asia,Sao Paulo,Future Technologies,Startup,Education,Research Scientist,Lead,False,0.01,"Statistics, Business Analysis, Data Analysis, Python, Software Engineering",20340,-0.14,0.7,False,Low,Emerging
186,2021,South Korea,East Asia,Berlin,Global Solutions,Medium,Healthcare,ML Engineer,Lead,False,0.09,"Cloud Computing, SQL, Research, Python",70050,-1.95,0.77,False,High,Growing
187,2011,Japan,East Asia,Tokyo,Future Technologies,Medium,Agriculture,Operations Manager,Lead,False,0.2,"Business Analysis, Statistics, Python",56175,2.75,0.71,False,High,Emerging
188,2024,France,Europe,Tokyo,Global Technologies,Small,Healthcare,Policy Analyst,Mid,True,0.42,"Software Engineering, Communication, Python, Research, Statistics, Data Analysis",128636,8.01,0.18,True,Low,Growing
189,2015,Israel,Middle East,Tokyo,Prime Solutions,Large,Energy,Product Manager,Senior,False,0.13,"Communication, Python, Data Analysis, Project Management, SQL, Statistics",63286,0.17,0.71,False,Low,Emerging
190,2014,Saudi Arabia,Middle East,Lagos,Global Analytics,Small,Healthcare,Operations Manager,Senior,False,0.14,"Communication, Data Analysis, Business Analysis, Python",49587,-2.7,0.84,False,Low,Emerging
191,2014,France,Europe,Sydney,Global Solutions,Startup,Agriculture,Software Engineer,Junior,False,0.03,"Communication, Software Engineering, Research, SQL, Business Analysis, Project Management",60473,4.22,0.75,False,High,Emerging
192,2015,Italy,Europe,Paris,Prime Technologies,Large,Retail,Research Scientist,Intern,False,0.01,"Software Engineering, Python, SQL, Research",66478,-3.68,0.6,False,Medium,Emerging
193,2023,Australia,Oceania,Dubai,Global Analytics,Large,Agriculture,ML Engineer,Mid,True,0.53,"Project Management, SQL, Cloud Computing, Software Engineering, Business Analysis, Communication",137961,15.26,0.21,True,Medium,Growing
194,2010,Mexico,North America,London,NextGen Analytics,Startup,Agriculture,Research Scientist,Mid,False,0.08,"Research, Business Analysis, Statistics, Cloud Computing, Data Analysis",63813,3.04,0.72,False,High,Emerging
195,2025,Egypt,Africa,London,NextGen Analytics,Medium,Healthcare,ML Engineer,Intern,True,0.83,"Research, Business Analysis, Statistics, Communication",35423,6.79,0.36,True,High,Growing
196,2022,United States,North America,Singapore,Global Systems,Startup,Tech,Systems Engineer,Senior,False,0.09,"Communication, Python, Data Analysis, Statistics, Project Management",98063,-4.12,0.68,False,Medium,Mature
197,2019,Morocco,Africa,Singapore,NextGen Systems,Startup,Education,ML Engineer,Intern,False,0.1,"Business Analysis, Statistics, Communication, Project Management, Cloud Computing",24220,1.15,0.8,False,Low,Growing
198,2012,Mexico,North America,Bangalore,NextGen Technologies,Enterprise,Finance,Operations Manager,Senior,False,0.17,"Cloud Computing, Data Analysis, Business Analysis",83438,-1.52,0.89,False,High,Emerging
199,2019,Australia,Oceania,Lagos,Prime Analytics,Startup,Retail,Research Scientist,Senior,False,0.19,"Statistics, Software Engineering, Research, Cloud Computing",91864,3.13,0.77,False,Low,Growing
200,2012,Chile,South America,New York,Future Technologies,Small,Energy,Business Analyst,Intern,False,0.05,"Statistics, SQL, Data Analysis, Project Management, Software Engineering, Communication",35049,4.55,0.75,False,Low,Emerging
201,2016,Saudi Arabia,Middle East,Seoul,Future Technologies,Small,Government,Software Engineer,Intern,False,0.05,"Software Engineering, Python, Research",54847,-2.71,0.85,False,Medium,Emerging
202,2018,Sri Lanka,South Asia,New York,Prime Analytics,Small,Government,Policy Analyst,Intern,False,0.18,"Business Analysis, Data Analysis, Software Engineering, Python, Statistics",23165,-2.78,0.77,False,High,Growing
203,2010,India,South Asia,Tokyo,Future Analytics,Large,Education,Research Scientist,Mid,False,0.07,"Data Analysis, Software Engineering, Business Analysis, SQL, Project Management",20676,-2.4,0.76,False,High,Emerging
204,2018,Sri Lanka,South Asia,Nairobi,NextGen Analytics,Small,Government,Systems Engineer,Junior,False,0.2,"Data Analysis, Software Engineering, Python, SQL",26183,3.14,0.82,False,Medium,Growing
205,2025,Netherlands,Europe,Seoul,Global Analytics,Medium,Manufacturing,Product Manager,Mid,True,0.45,"Statistics, Research, Cloud Computing, Data Analysis, Python",109498,7.8,0.18,True,Medium,Growing
206,2016,Nepal,South Asia,Toronto,Global Analytics,Small,Agriculture,Research Scientist,Mid,False,0.06,"Data Analysis, Communication, Statistics, Project Management, Software Engineering, Cloud Computing",22361,0.1,0.83,False,High,Emerging
207,2015,Brazil,South America,Toronto,Future Analytics,Small,Retail,Systems Engineer,Junior,False,0.13,"Python, Data Analysis, Project Management, Statistics",42790,1.05,0.72,False,Medium,Emerging
208,2022,South Africa,Africa,Sao Paulo,Prime Solutions,Startup,Finance,AI Researcher,Junior,True,0.82,"Software Engineering, Data Analysis, Research, Cloud Computing, SQL",29987,8.41,0.15,True,Low,Mature
209,2025,Bangladesh,South Asia,Dubai,Prime Analytics,Enterprise,Government,Policy Analyst,Executive,False,0.11,"Statistics, Software Engineering, Project Management, Business Analysis, Python",25825,4.48,0.76,False,Medium,Growing
210,2018,Sri Lanka,South Asia,Toronto,Future Systems,Medium,Healthcare,Systems Engineer,Mid,True,0.66,"Python, Research, Statistics, SQL",29598,16.99,0.38,True,Medium,Growing
211,2017,Taiwan,East Asia,Nairobi,Future Solutions,Large,Healthcare,Policy Analyst,Mid,False,0.04,"Project Management, SQL, Data Analysis, Research, Software Engineering, Python",58148,1.25,0.75,False,High,Growing
212,2025,Malaysia,Southeast Asia,Lagos,Global Technologies,Medium,Education,Software Engineer,Junior,True,0.5,"Software Engineering, Project Management, Statistics",53633,8.5,0.31,True,Medium,Growing
213,2024,Malaysia,Southeast Asia,Seoul,Future Analytics,Medium,Tech,Data Scientist,Intern,True,0.83,"Business Analysis, Software Engineering, Project Management, Statistics",51971,11.11,0.16,True,Low,Mature
214,2013,Philippines,Southeast Asia,New York,Global Solutions,Small,Agriculture,Operations Manager,Executive,False,0.14,"Project Management, Statistics, Python, Business Analysis, Research",30856,-1.77,0.79,False,Low,Emerging
215,2023,Morocco,Africa,Dubai,NextGen Solutions,Startup,Retail,Software Engineer,Junior,True,0.4,"Software Engineering, SQL, Statistics, Business Analysis",30215,15.19,0.24,True,High,Growing
216,2014,Canada,North America,Nairobi,Prime Technologies,Startup,Agriculture,Data Scientist,Executive,False,0.05,"Statistics, Data Analysis, Cloud Computing, Python, Project Management, Communication",89729,2.89,0.83,False,High,Emerging
217,2016,New Zealand,Oceania,Paris,NextGen Systems,Enterprise,Healthcare,Policy Analyst,Junior,False,0.15,"Cloud Computing, Communication, Statistics, Project Management, Python, Research",71530,3.31,0.87,False,Medium,Emerging
218,2021,Mexico,North America,Toronto,NextGen Solutions,Medium,Education,Product Manager,Senior,False,0.13,"SQL, Communication, Research, Python, Software Engineering",94188,-1.13,0.76,False,Low,Growing
219,2025,Nigeria,Africa,Tokyo,Prime Systems,Startup,Education,Operations Manager,Executive,True,0.54,"Statistics, Research, Business Analysis",35074,12.88,0.12,True,Medium,Growing
